id,lat,lon
osm4091297933,43.0747195,-89.3802881
osm53486793,43.0751039,-89.407654
osm9396823243,43.0948861,-89.3343566
osm9396823246,43.0958494,-89.3320798
osm9396823247,43.0937489,-89.3324138
osm53486800,43.0751224,-89.4095779
osm9396823248,43.0937068,-89.3317906
osm9396823252,43.098724,-89.3312553
osm53486805,43.0751279,-89.410148
osm9396823253,43.0981263,-89.3312934
osm53486808,43.0751306,-89.410424
osm9396823257,43.0975031,-89.33233
osm4091297937,43.074726,-89.3819056
osm53486814,43.0751528,-89.412736
osm4091297938,43.0753417,-89.3799893
osm9396823262,43.0950002,-89.3316893
osm53486817,43.0751537,-89.4128707
osm9396823266,43.0937096,-89.3318298
osm9396823267,43.0937258,-89.3320597
osm4091297939,43.0752581,-89.3798844
osm4091350041,43.0693506,-89.3860642
osm9396823273,43.0942123,-89.3339995
osm9396823277,43.0945393,-89.3336213
osm9396823278,43.0952895,-89.3353432
osm11964654831,43.059971,-89.4024552
osm9396823280,43.0944001,-89.3346324
osm11963213041,43.0391176,-89.4699437
osm11964654832,43.0599712,-89.4023809
osm9396823279,43.0948549,-89.3356825
osm11963213042,43.0394553,-89.469931
osm53486848,43.0755629,-89.4162007
osm53486858,43.0755112,-89.4170915
osm53486863,43.0755424,-89.4189347
osm53486866,43.0755402,-89.4191577
osm53486868,43.0755915,-89.4201208
osm53486878,43.0754528,-89.4216231
osm53486879,43.0756187,-89.4216483
osm1706566952,43.0553367,-89.3786729
osm13386261801,43.0750022,-89.4580104
osm6906193203,43.0364658,-89.4138358
osm1706566964,43.0551751,-89.3785341
osm3303417142,43.0489692,-89.3939436
osm1706566970,43.0453872,-89.4276224
osm5697054021,43.0890089,-89.3297762
osm5697054022,43.0880156,-89.3303582
osm1706566983,43.0556006,-89.378879
osm5697054023,43.088239,-89.3303089
osm1706566985,43.0490326,-89.3926399
osm8208524627,43.031249,-89.4090988
osm8208524628,43.031252,-89.409345
osm8208524631,43.0327914,-89.4082499
osm8208524632,43.0331683,-89.4083502
osm8208524634,43.0331668,-89.4084109
osm8208524636,43.0331553,-89.4082697
osm8208524640,43.0330959,-89.4082034
osm6611281253,43.0731516,-89.4561148
osm8208524646,43.029292,-89.4107542
osm6611281255,43.0732054,-89.4561387
osm8208524647,43.0306767,-89.4097523
osm8208524649,43.0307969,-89.4097853
osm8208524650,43.030895,-89.4097039
osm6611281259,43.0736116,-89.4566403
osm8208524657,43.0302749,-89.4101569
osm8208524658,43.0303799,-89.4100743
osm8208524659,43.0298392,-89.4104693
osm9128781201,43.0662819,-89.4152144
osm9128781202,43.066197,-89.4151067
osm8358995396,43.0755706,-89.4175241
osm3269862861,43.0706769,-89.3887793
osm8358995412,43.0745168,-89.4075605
osm8358995413,43.0745225,-89.4076612
osm8902944215,43.0406399,-89.3798484
osm6621111795,43.0806294,-89.4298681
osm53618167,43.075504,-89.4226721
osm53618170,43.0755785,-89.4251184
osm2308843010,43.0580542,-89.4234526
osm2308843013,43.0586046,-89.4235471
osm2308843014,43.0587072,-89.4228829
osm2308843015,43.0586973,-89.4226876
osm2308843016,43.0586875,-89.4230907
osm2308843017,43.0582703,-89.42303
osm2308843018,43.0582,-89.4234838
osm2308843021,43.0586464,-89.423315
osm2308843022,43.0582359,-89.423251
osm5473445423,43.0836575,-89.3205018
osm5473445424,43.0836701,-89.3203888
osm5473445425,43.0837041,-89.3192143
osm5568079418,43.0500308,-89.4524361
osm5568079419,43.0498647,-89.4536361
osm5568079420,43.0498692,-89.4548727
osm2308843071,43.0578042,-89.4219628
osm2308843072,43.0601799,-89.421842
osm4173735491,43.0726131,-89.3810942
osm2308843076,43.0600625,-89.4220224
osm2308843079,43.0603865,-89.4227746
osm452863560,43.0750356,-89.4272917
osm2308843081,43.0605161,-89.4225756
osm452863562,43.0751568,-89.4268382
osm7802553658,43.0409049,-89.3754534
osm10091140549,43.0930782,-89.3656549
osm2848204379,43.0679983,-89.4289791
osm2848204382,43.068997,-89.431387
osm2848204383,43.068165,-89.4314012
osm2848204384,43.068023,-89.4314022
osm5473445473,43.0839076,-89.319139
osm7802553662,43.0410704,-89.3734721
osm2848204387,43.0681592,-89.4287469
osm2848204391,43.067929,-89.4282254
osm2848204392,43.068752,-89.4255816
osm2848204393,43.0695793,-89.4260195
osm5473445479,43.083905,-89.3203987
osm5473445480,43.0837474,-89.3203832
osm2848204396,43.069591,-89.4271349
osm2848204397,43.0695903,-89.4272367
osm5473445485,43.0838272,-89.3218454
osm5473445487,43.0836282,-89.3217205
osm5473445486,43.0838231,-89.3219392
osm5473445489,43.0838338,-89.3217407
osm5473445488,43.0836783,-89.3217241
osm5473445491,43.0838026,-89.3226469
osm5473445490,43.0838045,-89.3225413
osm5473445493,43.0836073,-89.3225362
osm5473445492,43.0838007,-89.3227531
osm5473445494,43.0836631,-89.3225382
osm5473445496,43.083658,-89.3227873
osm5473445504,43.0860739,-89.3258919
osm5473445507,43.0837751,-89.3248691
osm5473445509,43.0836789,-89.3248357
osm5473445510,43.0838081,-89.325076
osm5473445511,43.0838436,-89.3249342
osm3874236071,43.0662591,-89.4006489
osm53618362,43.083225,-89.447429
osm53618377,43.0826841,-89.4493688
osm53618388,43.0823566,-89.4508167
osm8427546344,43.0632386,-89.3272214
osm8427546345,43.0629302,-89.3272228
osm8427546346,43.0628145,-89.3262199
osm8427546353,43.0625707,-89.3262215
osm8427546354,43.0625706,-89.3262987
osm8427546355,43.0628162,-89.3262987
osm53618441,43.0882428,-89.358652
osm8805164810,43.0741046,-89.4389436
osm8805164809,43.0741016,-89.4396088
osm53618444,43.0883864,-89.3583925
osm53487373,43.036578,-89.385404
osm8805164811,43.0742497,-89.4390991
osm9726994198,43.0710311,-89.4227443
osm9726994199,43.0709907,-89.4225405
osm9726994200,43.0710577,-89.422554
osm13329639193,43.0662337,-89.3979624
osm13329639192,43.0662322,-89.3980296
osm13329639194,43.0662352,-89.3979015
osm13329639200,43.0655524,-89.397822
osm10091140559,43.0934942,-89.3644603
osm3100649334,43.0754207,-89.4086748
osm3100649335,43.0756312,-89.4096419
osm3100649336,43.075954,-89.409632
osm3100649337,43.0760985,-89.4096399
osm3100649338,43.0742154,-89.3996895
osm3100649339,43.0749494,-89.3996699
osm3100649340,43.073666,-89.3997154
osm3100649341,43.0736559,-89.3990429
osm4866844542,43.0931189,-89.3635807
osm3100649342,43.0736465,-89.3983817
osm3100649345,43.0743508,-89.3991242
osm1752049538,43.075892,-89.4064014
osm3100649346,43.0743507,-89.3990239
osm1222780804,43.0454229,-89.353102
osm1752049541,43.0745375,-89.404572
osm1222780806,43.0454464,-89.3529143
osm3100649351,43.0742068,-89.39915
osm3100649349,43.0742107,-89.3993984
osm3100649347,43.0743567,-89.3996868
osm3100649348,43.0741371,-89.3994004
osm3100649352,43.0737943,-89.3991619
osm1752049548,43.0750319,-89.4032298
osm1222780813,43.047234,-89.3523442
osm3100649353,43.0741153,-89.3991526
osm1752049551,43.0759198,-89.4053626
osm1752049552,43.0759018,-89.4049996
osm1752049553,43.0745779,-89.4049328
osm1222780818,43.0455094,-89.3530652
osm1752049555,43.0758945,-89.4045131
osm1752049557,43.0759696,-89.4057783
osm1752049559,43.0756572,-89.4048347
osm1752049560,43.0755957,-89.4061674
osm1752049562,43.0749329,-89.4041157
osm1222780827,43.0470535,-89.3518476
osm1752049563,43.0746341,-89.4044235
osm1752049565,43.0750753,-89.4055067
osm1752049567,43.0759052,-89.4047749
osm1222780834,43.0477137,-89.3512261
osm53487523,43.0926464,-89.3482397
osm1752049571,43.0745796,-89.4055151
osm1222780839,43.0474517,-89.3514142
osm53487528,43.0918934,-89.3479887
osm1752049578,43.0758835,-89.4044235
osm53487531,43.0911522,-89.3477417
osm1222780844,43.0472439,-89.3526273
osm1752049579,43.0757001,-89.406241
osm1752049580,43.0747005,-89.4042458
osm1345857456,43.050364,-89.3867881
osm1752049585,43.0745272,-89.4048298
osm53487538,43.090499,-89.347524
osm1222780850,43.0469471,-89.3517681
osm1222780852,43.0459806,-89.3496766
osm1752049586,43.0747521,-89.4041544
osm1752049589,43.0759748,-89.4056586
osm1752049587,43.0744068,-89.4046343
osm4317652917,43.0500135,-89.3972606
osm1222780857,43.044487,-89.3540437
osm4317652922,43.0506113,-89.3972615
osm4317652923,43.0506173,-89.3978573
osm1222780859,43.0443412,-89.3552808
osm9128912825,43.0545133,-89.4330741
osm1222780862,43.0459639,-89.3524543
osm9128912826,43.0545606,-89.4330077
osm1222780866,43.0468921,-89.3523368
osm1222780871,43.0463338,-89.3496692
osm6808414152,43.0960506,-89.3538692
osm1222780873,43.0464481,-89.3514687
osm1222780874,43.0474304,-89.3511913
osm3414435787,43.0738525,-89.3851521
osm3414435785,43.0730626,-89.3842143
osm3414435789,43.073967,-89.3850859
osm3414435788,43.0739059,-89.3851211
osm6808414159,43.095083,-89.3527714
osm3414435792,43.0740178,-89.3853695
osm6808414161,43.095235,-89.3526522
osm1222780882,43.0443056,-89.353153
osm6808414163,43.0960482,-89.3519021
osm1222780884,43.0463161,-89.3482991
osm1222780885,43.0458424,-89.3527024
osm6808414165,43.0960183,-89.3520405
osm1222780887,43.0458159,-89.3514236
osm1222780888,43.0472713,-89.352343
osm7126788056,43.072911,-89.3876481
osm7126788058,43.0714168,-89.387527
osm6808414162,43.096116,-89.3518493
osm6808414164,43.0960527,-89.352134
osm7126788061,43.0716421,-89.3872235
osm7126788054,43.0725583,-89.3875445
osm7126788055,43.0729698,-89.3875645
osm7126788064,43.0720225,-89.3876393
osm7126788065,43.0713408,-89.3867545
osm7126788066,43.0716673,-89.3872574
osm7126788059,43.0716242,-89.3872517
osm7126788062,43.0716696,-89.3871812
osm7126788067,43.0716949,-89.3872146
osm7126788070,43.0714096,-89.3869112
osm7126788071,43.0715255,-89.3870669
osm7126788068,43.0716987,-89.3872089
osm7126788069,43.0713475,-89.3869925
osm7126788074,43.0712235,-89.3869199
osm7126788075,43.0711613,-89.3868381
osm7126788076,43.0711067,-89.3867633
osm7126788077,43.0712856,-89.3868329
osm7126788072,43.0714644,-89.3871463
osm7126788079,43.0713779,-89.3868687
osm7126788080,43.071494,-89.3870246
osm7126788081,43.0715213,-89.3869888
osm7126788073,43.0712576,-89.3869632
osm7126788082,43.0715314,-89.3869757
osm7126788083,43.0715817,-89.3869111
osm9154209798,43.0696848,-89.4513522
osm9154209799,43.0694345,-89.4513493
osm3033933832,43.0740807,-89.4124449
osm3225708380,43.0776781,-89.3877682
osm4457506827,43.0762179,-89.3760523
osm4457506831,43.0761409,-89.3759097
osm431368217,43.086665,-89.4318097
osm10841630747,43.0413669,-89.3766851
osm53590136,43.072866,-89.458585
osm6355822626,43.0930456,-89.3397599
osm6355822627,43.0930468,-89.3398488
osm6355822629,43.0932254,-89.3401065
osm6285174864,43.0308907,-89.4565614
osm6285174865,43.0309258,-89.4561589
osm6285174866,43.0309176,-89.4562531
osm6285174867,43.0307123,-89.4562418
osm6285174868,43.0309393,-89.4551609
osm6285174869,43.030934,-89.4553626
osm9150933101,43.0650582,-89.4606426
osm9150933102,43.0650923,-89.4605673
osm5041301621,43.0590365,-89.4562032
osm3254265975,43.0713064,-89.3822039
osm3254265979,43.0711233,-89.3819167
osm3254265980,43.072821,-89.384365
osm3254265981,43.0723409,-89.3850362
osm3254265982,43.0717022,-89.3859201
osm8662821056,43.0715447,-89.4636932
osm8662821058,43.0736934,-89.4645826
osm6072182980,43.0633841,-89.4386256
osm8662821061,43.0734099,-89.4645133
osm8662821062,43.0734177,-89.4644652
osm8662821067,43.0736797,-89.464629
osm6072182989,43.0633705,-89.4363546
osm6072182993,43.061754,-89.4374754
osm6072182994,43.0616652,-89.4375922
osm3033934036,43.0741023,-89.4127679
osm3033934042,43.0743767,-89.4124867
osm3033934043,43.0743771,-89.4125324
osm3033934044,43.074378,-89.4126552
osm3455066512,43.0535375,-89.4658534
osm3033934047,43.0744923,-89.4131116
osm13125560547,43.0791001,-89.3901039
osm3033934055,43.0746699,-89.4130162
osm13125560559,43.0792162,-89.3899364
osm3455066516,43.0535429,-89.4653043
osm3455066517,43.0535435,-89.4658434
osm3033934071,43.0750501,-89.4127417
osm13125560567,43.0792982,-89.3898718
osm3033934076,43.0751001,-89.4126119
osm3033934077,43.0751516,-89.4126119
osm3033934078,43.0752328,-89.4127335
osm13363063044,43.0748966,-89.4386088
osm3033934092,43.0757628,-89.411977
osm6795569422,43.0934556,-89.3527231
osm3033934095,43.0760536,-89.4120953
osm6795569424,43.0934842,-89.352101
osm6795569425,43.0934418,-89.3526579
osm6795569426,43.0933831,-89.3520627
osm13363063058,43.0748188,-89.4375379
osm3455066523,43.0535538,-89.4636691
osm440543509,43.0882832,-89.4426101
osm6795569423,43.0934071,-89.3524943
osm6795569427,43.0933041,-89.352447
osm440543523,43.0890501,-89.4400001
osm3455066526,43.0535866,-89.4657705
osm13363063077,43.0749961,-89.438858
osm13363063089,43.0753546,-89.4412199
osm13363063092,43.0753575,-89.4424568
osm13363063095,43.0749441,-89.4386532
osm13363063096,43.0749636,-89.4387397
osm13363063097,43.0749863,-89.4388286
osm6577465663,43.0733566,-89.4133318
osm6577465664,43.0841665,-89.3689534
osm440543562,43.0915719,-89.4338842
osm440543573,43.0907769,-89.4337497
osm1775774051,43.0549742,-89.4375542
osm440543589,43.0923631,-89.4321152
osm440543590,43.0923752,-89.4318717
osm1775774055,43.0548064,-89.4376603
osm440543592,43.0923126,-89.4314258
osm440543595,43.0920381,-89.4307085
osm440543597,43.0919326,-89.4307602
osm3269863795,43.0700212,-89.3895459
osm3269863797,43.0702973,-89.3895664
osm440543609,43.0916915,-89.432123
osm440543610,43.0918482,-89.431982
osm1775774074,43.0549213,-89.4321362
osm1775774076,43.0555821,-89.434467
osm440543616,43.091382,-89.4298485
osm3269863808,43.069448,-89.3892773
osm3269863809,43.0695068,-89.3893551
osm3269863811,43.0700084,-89.3897242
osm3269863812,43.0696948,-89.3889252
osm3269863813,43.0697543,-89.3890069
osm3269863814,43.07007,-89.3894405
osm53619090,43.0727217,-89.3855356
osm440543634,43.0896614,-89.4285317
osm13690349972,43.0466618,-89.3745162
osm440543637,43.0894432,-89.428317
osm13690349973,43.046705,-89.3744988
osm13690349975,43.0464962,-89.3741969
osm440543640,43.0892733,-89.4278937
osm13690349977,43.0466973,-89.3746974
osm13690349976,43.0469249,-89.3742518
osm13690349979,43.0472785,-89.3737091
osm13690349980,43.047176,-89.3735409
osm13690349974,43.0464937,-89.3742743
osm13690349982,43.0472259,-89.3736227
osm12643740063,43.0746157,-89.3991706
osm12643740064,43.0746153,-89.3991422
osm12643740065,43.0748219,-89.399296
osm12643740066,43.0748376,-89.3992956
osm1775774115,43.0552698,-89.4380349
osm13690349981,43.0472448,-89.3734303
osm1775774120,43.0529949,-89.4353273
osm431368622,43.0838466,-89.4395552
osm440543664,43.087252,-89.4243154
osm4841810354,43.0576674,-89.4368009
osm1775774133,43.0529363,-89.444223
osm4841810360,43.0571774,-89.4367647
osm4841810361,43.0572635,-89.4377666
osm1775774138,43.0556479,-89.4384856
osm1775774159,43.0540508,-89.4368669
osm1775774182,43.0557131,-89.4359181
osm1775774185,43.054848,-89.4374833
osm6371420656,43.0683787,-89.4177502
osm6371420657,43.0683786,-89.4177719
osm6371420658,43.0683789,-89.4177914
osm6371420659,43.0683792,-89.4178391
osm431368692,43.0836516,-89.4411718
osm6371420661,43.0681496,-89.4177688
osm6371420660,43.0681496,-89.4177468
osm1775774199,43.0539759,-89.4338534
osm6371420662,43.0681497,-89.4177914
osm6371420663,43.0681499,-89.4178451
osm362555923,43.0643434,-89.3896008
osm8284023337,43.0735918,-89.395387
osm1775774258,43.0540158,-89.4366342
osm1775774269,43.0533049,-89.4441987
osm53488193,43.0726936,-89.4024304
osm1775774274,43.0540276,-89.4337873
osm53488195,43.0727128,-89.4040977
osm1775774278,43.0534613,-89.4346426
osm53488204,43.0725602,-89.3939232
osm8008178964,43.0896703,-89.3527191
osm1775774284,43.0544882,-89.4331071
osm13168814672,43.074094,-89.378041
osm4317653598,43.0512621,-89.3972624
osm4317653599,43.0512681,-89.3978429
osm8008178968,43.0892454,-89.3522664
osm8008178969,43.0893244,-89.3523801
osm5476985455,43.0840619,-89.4348077
osm10939804289,43.0616523,-89.401282
osm10939804290,43.0615156,-89.4012806
osm4317653664,43.051852,-89.3972633
osm12649114279,43.0751082,-89.400485
osm1259088552,43.054912,-89.3783214
osm12649114280,43.0751083,-89.4004962
osm1259088559,43.0555319,-89.377433
osm496904900,43.0310311,-89.37017
osm53619397,43.027506,-89.379404
osm452864733,43.0841338,-89.450066
osm7802989287,43.0696187,-89.4533231
osm5568080621,43.0499198,-89.4561013
osm5568080622,43.049984,-89.4581338
osm5568080623,43.0499362,-89.4636267
osm5568080624,43.0501191,-89.4636211
osm7802989297,43.0691636,-89.4526958
osm7802989298,43.0691339,-89.4525979
osm5568080626,43.0501258,-89.4672372
osm5568080625,43.0499345,-89.4672391
osm7802989294,43.0693082,-89.4531666
osm53619450,43.0959326,-89.3393256
osm2993433340,43.0740122,-89.4007635
osm2993433341,43.0740168,-89.4010336
osm2993433347,43.0740568,-89.4016265
osm53488391,43.0629193,-89.4584284
osm53488402,43.06317,-89.460751
osm2993433364,43.0741231,-89.4047096
osm2993433368,43.0741415,-89.4041479
osm53488410,43.063558,-89.4629385
osm53488426,43.0637266,-89.4642014
osm2993433387,43.0742181,-89.4018746
osm2993433386,43.0742818,-89.4018298
osm450505518,43.0774801,-89.4144668
osm450505523,43.0766918,-89.4115305
osm53488436,43.063565,-89.4654102
osm2993433397,43.074319,-89.4016397
osm450505526,43.0767543,-89.4108965
osm2993433398,43.0742473,-89.4017074
osm2993433400,43.0743812,-89.4024047
osm2993433401,43.0743089,-89.4011881
osm2993433396,43.0743153,-89.4015919
osm450505532,43.0765973,-89.4086193
osm2993433404,43.0743977,-89.4046177
osm2993433405,43.0743414,-89.4041634
osm450505535,43.0766033,-89.4071117
osm2993433406,43.0744076,-89.4040405
osm450505537,43.0773188,-89.4131232
osm2993433410,43.0744529,-89.4038988
osm450505539,43.0776121,-89.4131211
osm450505540,43.0776172,-89.413593
osm450505541,43.0778607,-89.4136089
osm2993433412,43.0744742,-89.4040265
osm2993433415,43.0746962,-89.4008977
osm431369034,43.0856354,-89.4382332
osm450505547,43.0777703,-89.4149796
osm431369036,43.0858614,-89.4377047
osm431369037,43.0858366,-89.4376267
osm450505552,43.0781595,-89.4155643
osm2993433424,43.0748001,-89.4005193
osm450505554,43.0780253,-89.415031
osm431369042,43.0844197,-89.4355954
osm431369043,43.0848196,-89.4346666
osm450505557,43.0777705,-89.415784
osm431369046,43.08695,-89.4386817
osm450505559,43.0765023,-89.4121051
osm450505560,43.0765123,-89.4120473
osm431369049,43.0869043,-89.4388674
osm450505556,43.0777714,-89.4150808
osm9601690459,43.0550755,-89.3310151
osm450505563,43.0774155,-89.4119187
osm450505562,43.0773727,-89.4119173
osm9601690462,43.0552985,-89.3310187
osm9601690460,43.0550744,-89.3308244
osm9601690464,43.0553138,-89.331019
osm431369057,43.0862136,-89.4340503
osm9601690466,43.0556248,-89.3310151
osm9601690467,43.0555989,-89.3310184
osm431369056,43.0861048,-89.4340827
osm9601690469,43.0558401,-89.3303733
osm9601690461,43.0552997,-89.331234
osm9601690471,43.0558336,-89.3306139
osm9601690463,43.0553138,-89.3308206
osm9601690473,43.0558324,-89.3306548
osm9601690465,43.0556234,-89.3308358
osm9601690475,43.0558312,-89.3306948
osm2987141996,43.0733131,-89.4112466
osm9601690468,43.0556019,-89.3313193
osm9601690478,43.0558406,-89.3302764
osm2987141998,43.0734062,-89.4128299
osm9601690480,43.0558403,-89.3303377
osm9601690472,43.0556174,-89.3306184
osm9601690482,43.0558219,-89.3300629
osm9601690474,43.0561628,-89.3306549
osm9601690484,43.0558153,-89.3300119
osm2987142005,43.0735214,-89.4140241
osm9601690486,43.0558169,-89.3300245
osm9601690479,43.0560289,-89.3303688
osm9601690488,43.05579,-89.3297542
osm2987142009,43.0735604,-89.4132351
osm9601690481,43.0560918,-89.3303306
osm9601690491,43.0557773,-89.330937
osm9601690483,43.056173,-89.3300553
osm9601690485,43.0559951,-89.3300091
osm9601690487,43.0555177,-89.3300216
osm9601690495,43.0557881,-89.3296885
osm9601690489,43.0559854,-89.3297577
osm9601690497,43.0557884,-89.3294433
osm2987142017,43.0736284,-89.4137894
osm9601690499,43.0557883,-89.3294744
osm9601690494,43.0558856,-89.3311823
osm9601690501,43.0557886,-89.3292319
osm9601690496,43.0555856,-89.3296902
osm9601690503,43.0557887,-89.3292017
osm9601690498,43.0555876,-89.3294415
osm9601690500,43.0560146,-89.3294753
osm9601690502,43.0556504,-89.3292293
osm9601690504,43.0559528,-89.3292026
osm13527821197,43.0739018,-89.3827912
osm13527821198,43.0738646,-89.3828442
osm13527821199,43.0739246,-89.3827861
osm13527821200,43.0739433,-89.3828103
osm496905138,43.0446784,-89.3960463
osm496905141,43.044963,-89.396034
osm1191193550,43.0975482,-89.3593251
osm6497774556,43.0342406,-89.4408744
osm5371210716,43.0676108,-89.4092937
osm5371210718,43.0674925,-89.4089867
osm13305767357,43.0770833,-89.387761
osm5497695203,43.0642254,-89.4126886
osm5497695204,43.0646047,-89.4131636
osm5497695205,43.0647166,-89.4129905
osm5497695206,43.064862,-89.4134787
osm5497695207,43.0649781,-89.4133046
osm5497695208,43.0649222,-89.4133884
osm5497695209,43.0650477,-89.4133913
osm5497695210,43.0650489,-89.4135459
osm5497695211,43.065254,-89.4139576
osm5497695212,43.0653664,-89.4137874
osm5497695213,43.0649333,-89.4135661
osm5497695214,43.0640166,-89.4147611
osm5497695215,43.0640714,-89.4146758
osm5497695216,43.0641234,-89.4145986
osm5497695217,43.0642477,-89.4147526
osm5497695218,43.0641423,-89.4149136
osm5497695219,43.0641977,-89.4148305
osm5497695220,43.0640999,-89.4148621
osm53488640,43.03307,-89.379055
osm8597023750,43.097223,-89.3523326
osm9134418951,43.0696133,-89.425672
osm8597023752,43.0974202,-89.3525462
osm53488649,43.032411,-89.378983
osm8597023751,43.097295,-89.3524083
osm5487078415,43.0650433,-89.3445646
osm53488656,43.03159,-89.379025
osm5487078418,43.062481,-89.3387791
osm5487078419,43.0614889,-89.3431853
osm1191193633,43.0984497,-89.3594702
osm4503514163,43.0596587,-89.3258559
osm53357620,43.065207,-89.431378
osm4503514164,43.0596478,-89.3261167
osm4503514165,43.0596514,-89.3260169
osm4503514166,43.059639,-89.3261479
osm4503514169,43.0595767,-89.326256
osm13064295302,43.0713114,-89.4270665
osm1191193661,43.0974124,-89.3594898
osm1191193662,43.0983179,-89.3595364
osm4503514174,43.0607161,-89.32634
osm4503514175,43.0607168,-89.3259819
osm4503514177,43.0607173,-89.3268825
osm4503514176,43.0607177,-89.3261181
osm4503514178,43.0610962,-89.3269215
osm53357636,43.065582,-89.430496
osm8432004163,43.0454786,-89.4428672
osm13064295304,43.0714038,-89.4272166
osm8432004169,43.045179,-89.4423638
osm4503514185,43.0597261,-89.3262794
osm13064295305,43.0713388,-89.4272178
osm1191193678,43.0978798,-89.3596769
osm6913141844,43.0753007,-89.4268255
osm6913141845,43.0765561,-89.4268182
osm53357657,43.0649038,-89.435554
osm13064295308,43.07143,-89.4255686
osm13064295309,43.0714331,-89.4255125
osm53357664,43.065417,-89.435565
osm13064295310,43.0714419,-89.4254238
osm53488742,43.0332909,-89.4204334
osm9134419048,43.0697275,-89.4289402
osm53357675,43.0661152,-89.4337478
osm53357677,43.0661507,-89.4336639
osm53357681,43.066527,-89.433132
osm4503514233,43.0607164,-89.3264559
osm53488762,43.033375,-89.424634
osm53357691,43.067531,-89.430908
osm4503514235,43.0607166,-89.3262649
osm53357693,43.0671145,-89.430338
osm4503514234,43.0610765,-89.3264821
osm4503514236,43.0610754,-89.3263043
osm4503514237,43.061079,-89.3261538
osm4503514241,43.0611042,-89.3272417
osm4095618185,43.0600074,-89.4091052
osm53357707,43.066156,-89.432649
osm13690350733,43.0286579,-89.4108712
osm53357710,43.065362,-89.433735
osm53357733,43.0649061,-89.436244
osm8670031049,43.0543258,-89.322368
osm4642581706,43.0712246,-89.3811095
osm4642581707,43.0712995,-89.3812465
osm4642581708,43.0713425,-89.3813332
osm4642581709,43.0714212,-89.381374
osm5657210067,43.0931444,-89.3436711
osm5657210068,43.0931738,-89.3450015
osm5657210069,43.0931659,-89.3451544
osm5657210071,43.0930366,-89.3466993
osm5657210072,43.0969913,-89.3507525
osm5657210073,43.0969907,-89.3506349
osm5657210076,43.0969747,-89.3496275
osm5657210077,43.0969742,-89.349561
osm5657210078,43.0969733,-89.3494723
osm4642581728,43.0725888,-89.3798656
osm5657210081,43.0967169,-89.3513374
osm4642581730,43.0724669,-89.3797467
osm4642581731,43.0723747,-89.3796079
osm4642581732,43.0723639,-89.3795927
osm5657210080,43.0969571,-89.3485308
osm5657210087,43.0968653,-89.3507402
osm5657210088,43.0969154,-89.3507391
osm5657210089,43.0969913,-89.3507426
osm4642581738,43.0700946,-89.3818634
osm5657210090,43.0952852,-89.3506377
osm4642581740,43.0702121,-89.3817096
osm4642581741,43.0702326,-89.3817374
osm4642581742,43.071304,-89.3831329
osm5657210095,43.0951986,-89.3506377
osm4642581743,43.071236,-89.3830405
osm5657210097,43.0952894,-89.350718
osm53619953,43.0555761,-89.431303
osm4642581746,43.071148,-89.3809737
osm5657210100,43.0932124,-89.3497698
osm4642581749,43.0723625,-89.3795399
osm5657210096,43.0952903,-89.3507823
osm4642581751,43.0725858,-89.3791198
osm5657210098,43.093905,-89.3506736
osm5657210105,43.0938569,-89.3506811
osm5657210106,43.0937845,-89.350775
osm4642581754,43.0729808,-89.3795551
osm5657210108,43.0939179,-89.3507699
osm5657210109,43.0937823,-89.35219
osm4642581758,43.0706039,-89.3811483
osm4642581759,43.070796,-89.3808875
osm5657210110,43.0927906,-89.3517892
osm4642581761,43.0708623,-89.3809778
osm5657210107,43.0939206,-89.3508434
osm5657210111,43.0921545,-89.3508603
osm5657210112,43.0924774,-89.3493398
osm5657210114,43.0925195,-89.3491609
osm5657210115,43.0926867,-89.3483571
osm5657210116,43.0927303,-89.3481572
osm6876704008,43.0577373,-89.4220673
osm5657210117,43.0930009,-89.3468616
osm6876704010,43.0576249,-89.4222962
osm5657210118,43.0914476,-89.3435681
osm6876704012,43.0572365,-89.4208774
osm5657210119,43.091423,-89.3423224
osm5657210120,43.0908247,-89.3423373
osm6876704015,43.0576441,-89.4212503
osm5717765393,43.0928164,-89.3230569
osm3120966930,43.0759172,-89.4414507
osm6876704022,43.0577927,-89.4213032
osm6876704023,43.0581908,-89.4220001
osm3874237720,43.057576,-89.4466382
osm3874237719,43.0566698,-89.460798
osm7794339101,43.0455686,-89.3591391
osm452865311,43.0780119,-89.4699673
osm452865312,43.0782281,-89.4696814
osm7794339105,43.0455954,-89.35837
osm5497695522,43.0634235,-89.4158858
osm7794339106,43.0469837,-89.3613903
osm5497695524,43.0633022,-89.4158575
osm5497695521,43.0634684,-89.4159406
osm5497695526,43.0633146,-89.4160416
osm5497695527,43.0633616,-89.4160994
osm5497695528,43.063635,-89.4164405
osm5497695529,43.0637439,-89.4162762
osm5497695530,43.0639472,-89.4166672
osm7794339114,43.0468335,-89.3621191
osm5497695532,43.0640649,-89.4168165
osm5497695533,43.0648456,-89.4156343
osm5497695534,43.0647273,-89.4154852
osm5497695535,43.0644192,-89.4152495
osm7794339119,43.0467612,-89.3624054
osm5497695537,43.0634236,-89.4160083
osm5497695531,43.0640644,-89.4166684
osm5497695538,43.0631099,-89.4179382
osm5497695540,43.0631648,-89.4178541
osm5497695541,43.0632821,-89.4179961
osm5497695542,43.0628529,-89.4176226
osm5497695543,43.0629601,-89.4174642
