id,lat,lon
osm2988966640,43.0692434,-89.3959724
osm2988966641,43.0692435,-89.3960936
osm6186074864,43.0588986,-89.409258
osm366215925,43.0872716,-89.3661714
osm6186074872,43.0590214,-89.4095794
osm6186074874,43.058961,-89.409671
osm6186074878,43.0584885,-89.4084
osm6186074880,43.0591932,-89.409867
osm6186074881,43.0594933,-89.4101692
osm2988966658,43.0696964,-89.3975533
osm2988966671,43.0700085,-89.3978835
osm3760718607,43.0557205,-89.4478384
osm2988966689,43.0700533,-89.3976656
osm2988966694,43.0700559,-89.397926
osm2988966696,43.0700588,-89.3980993
osm9150792490,43.0678981,-89.4138179
osm9150792491,43.0678981,-89.4139896
osm4527217275,43.0766594,-89.4071844
osm1222902614,43.0465255,-89.3505071
osm53478234,43.0376542,-89.3869076
osm1222902628,43.0459835,-89.3499067
osm1222902629,43.0458235,-89.3520792
osm1222902631,43.0451391,-89.3510209
osm5717754727,43.0903296,-89.3245032
osm1222902633,43.0459162,-89.3509641
osm1222902637,43.0449886,-89.351654
osm53478254,43.038287,-89.3779445
osm6432883567,43.0466206,-89.3545108
osm1222902640,43.0465177,-89.3499546
osm53478258,43.0382572,-89.375573
osm6432883572,43.0472386,-89.3532961
osm53478260,43.038247,-89.374367
osm1222902653,43.0449827,-89.3520899
osm53478277,43.0598798,-89.4069131
osm1222902667,43.0463288,-89.3507318
osm1222902669,43.0449854,-89.3518687
osm53478286,43.0592624,-89.4256225
osm1222902673,43.0451962,-89.3505825
osm53478303,43.0569116,-89.4252932
osm1222902690,43.0451062,-89.3512391
osm1222902693,43.0456421,-89.352736
osm1222902699,43.0452143,-89.3499174
osm3088188337,43.0756283,-89.4537099
osm1222902707,43.0458184,-89.351638
osm3088188339,43.0756242,-89.4544029
osm3088188341,43.0769229,-89.4543927
osm3088188340,43.0754191,-89.454451
osm1222902730,43.0465281,-89.3503317
osm4612817868,43.0755124,-89.4490313
osm1222902733,43.0452094,-89.3501453
osm4137550804,43.0480225,-89.3135103
osm1222902745,43.0451718,-89.3508035
osm8632796122,43.0472046,-89.3380798
osm8632796123,43.0494395,-89.3376644
osm8632796124,43.0484897,-89.3376359
osm8632796125,43.0483823,-89.3374591
osm8632796126,43.0482964,-89.3378555
osm1222902751,43.0449775,-89.3525284
osm8632796128,43.0484425,-89.3375582
osm8632796127,43.048248,-89.3377745
osm1222902754,43.0457689,-89.352526
osm4612817887,43.0758621,-89.4490273
osm8632796132,43.04778,-89.3379401
osm8632796133,43.0472037,-89.3380255
osm3790895518,43.0654071,-89.4058562
osm1222902759,43.0465294,-89.3501199
osm8632796131,43.0477806,-89.337798
osm8632796130,43.0477796,-89.3380238
osm8632796134,43.0472009,-89.3378647
osm2637956077,43.0478609,-89.3835671
osm13565690864,43.0363758,-89.452828
osm13565690865,43.0363813,-89.4527914
osm1222902772,43.0459862,-89.3501239
osm1222902774,43.0458985,-89.3510073
osm1222902775,43.0459856,-89.3507656
osm8632796150,43.0481659,-89.3395266
osm8632796153,43.0480186,-89.3393604
osm1222902778,43.04498,-89.3523166
osm8632796152,43.0481262,-89.3395381
osm8632796151,43.0478648,-89.3397644
osm1222902781,43.0458209,-89.3518566
osm8632796154,43.0480658,-89.3394384
osm1222902784,43.0463373,-89.3505541
osm8632796170,43.0480136,-89.338023
osm8632796173,43.0481946,-89.3379659
osm8632796174,43.0481003,-89.3380099
osm1222902799,43.0452036,-89.3503545
osm6610355215,43.0725605,-89.3940181
osm1222902801,43.045821,-89.3512113
osm8632796175,43.047118,-89.3369227
osm6610355219,43.0722326,-89.3936093
osm5499257876,43.0931138,-89.363728
osm5499257877,43.0930614,-89.3636667
osm8632796180,43.0476869,-89.3377977
osm5499257879,43.0928759,-89.3637072
osm5499257880,43.0922338,-89.3646948
osm8632796179,43.0471927,-89.3369403
osm8632796181,43.0473648,-89.3369807
osm8903328795,43.0383152,-89.4039909
osm5499257884,43.0931152,-89.3643802
osm6610355228,43.0715577,-89.3926972
osm6610355230,43.0731923,-89.3941557
osm8632796184,43.0476867,-89.3377147
osm8903328800,43.0377919,-89.403557
osm1222902816,43.0459914,-89.3505624
osm8903328802,43.0382763,-89.4038604
osm5499257891,43.0968938,-89.3639082
osm8903328801,43.0378938,-89.4035296
osm6610355229,43.0716228,-89.3928019
osm13080855590,43.0720968,-89.3959957
osm8632796199,43.0485723,-89.3374448
osm5499257896,43.097294,-89.364088
osm5717754921,43.0956267,-89.3244216
osm5717754922,43.0955242,-89.3243217
osm5717754923,43.0955656,-89.3245193
osm8903328809,43.0396422,-89.4067736
osm1222902829,43.0449747,-89.3527605
osm8632796205,43.0488289,-89.3374568
osm1222902831,43.045989,-89.3503426
osm13080855600,43.0726987,-89.3962371
osm11204953137,43.0694994,-89.4250021
osm11204953138,43.0707415,-89.4247805
osm1222902835,43.0458266,-89.3523474
osm8632796212,43.0476881,-89.3380232
osm11204953141,43.0695746,-89.4247963
osm11204953139,43.0706656,-89.4247867
osm8632796207,43.0485288,-89.33732
osm11204953144,43.0707332,-89.4363723
osm11204953145,43.0707332,-89.436153
osm11204953146,43.0707191,-89.4338564
osm11204953147,43.0707196,-89.433654
osm11204953148,43.0707084,-89.4314888
osm11204953149,43.0707102,-89.4312574
osm11204953150,43.0706975,-89.4287363
osm11204953153,43.0705868,-89.4363715
osm11204953154,43.0705868,-89.4361532
osm11204953155,43.0705708,-89.4338508
osm11204953156,43.0705744,-89.4336552
osm11204953157,43.0705643,-89.4314902
osm11204953158,43.0705644,-89.4312591
osm11204953159,43.070553,-89.4287388
osm7761429606,43.0434096,-89.3591151
osm7761429609,43.0432431,-89.3585227
osm7761429610,43.0425663,-89.3567247
osm7761429612,43.0425909,-89.3574936
osm7761429613,43.0425729,-89.3568786
osm7761429616,43.0422138,-89.3567312
osm53478513,43.062565,-89.436243
osm7761429617,43.0431204,-89.3567145
osm53478515,43.0625684,-89.4363995
osm7761429618,43.0431164,-89.3564064
osm7761429620,43.0433059,-89.355986
osm7761429621,43.0432913,-89.3556764
osm7761429624,43.0431028,-89.3549079
osm53478521,43.0625617,-89.43768
osm7761429627,43.043103,-89.3551676
osm7761429628,43.0424597,-89.3551762
osm53478525,43.0625506,-89.4387424
osm7761429630,43.0424597,-89.3549109
osm7761429633,43.0422711,-89.3556043
osm7761429634,43.043154,-89.3526692
osm53478531,43.062554,-89.4402799
osm7761429635,43.0431845,-89.3527625
osm53478533,43.062553,-89.440393
osm7761429643,43.0396166,-89.350577
osm53478540,43.0624634,-89.4409896
osm7761429645,43.0395911,-89.3500717
osm7761429646,43.0392653,-89.3523755
osm6003754129,43.0653759,-89.4265701
osm6003754130,43.0646469,-89.4265685
osm7761429652,43.039395,-89.3526864
osm6003754133,43.0653776,-89.4264685
osm7761429653,43.039514,-89.3527712
osm6003754135,43.0654488,-89.4263669
osm6003754136,43.0655255,-89.4263666
osm6003754137,43.0655262,-89.4264683
osm6003754138,43.0655262,-89.4265655
osm6003754134,43.0653781,-89.4263679
osm7761429660,43.0402693,-89.3527789
osm6003754140,43.0646456,-89.42637
osm6003754142,43.0662742,-89.4265647
osm7761429662,43.0397294,-89.352806
osm53478560,43.0624516,-89.4430156
osm6003754145,43.0671583,-89.4264572
osm6003754141,43.0662024,-89.4265654
osm6003754147,43.0662701,-89.4263689
osm6003754146,43.0662002,-89.4263663
osm6003754149,43.06702,-89.4263615
osm6003754150,43.0670924,-89.4263664
osm340001959,43.0771252,-89.4296263
osm53478567,43.0625616,-89.4437086
osm6003754151,43.0670209,-89.4264556
osm6003754152,43.0663451,-89.4264598
osm6003754153,43.0661963,-89.4264617
osm6003754156,43.0655043,-89.4238161
osm6003754155,43.0654325,-89.4239639
osm6003754158,43.0654149,-89.4237156
osm340001960,43.0771193,-89.429154
osm3100640432,43.0765053,-89.4063475
osm6003754154,43.0653617,-89.4240212
osm53478578,43.063256,-89.449771
osm3100640434,43.0765807,-89.4063753
osm6003754163,43.0652276,-89.4238218
osm6003754157,43.065506,-89.4237159
osm6003754159,43.0652921,-89.4237013
osm3100640439,43.0743097,-89.4026003
osm6003754161,43.0652708,-89.4237243
osm4732880057,43.0630267,-89.4090976
osm53478586,43.061348,-89.449755
osm4732880058,43.061948,-89.4088805
osm4732880059,43.0630266,-89.4088749
osm3100640445,43.0770081,-89.4137088
osm3100640446,43.0768206,-89.4136333
osm3100640447,43.0768972,-89.4136245
osm3100640448,43.0768931,-89.4135845
osm3100640451,43.0768991,-89.413671
osm3100640452,43.0768872,-89.4135377
osm3100640453,43.077013,-89.4137677
osm3100640454,43.076932,-89.4135342
osm3100640456,43.0769781,-89.4133433
osm3100640457,43.0769758,-89.413332
osm3100640460,43.0769845,-89.4134297
osm3100640474,43.0766602,-89.4131675
osm3100640487,43.0765689,-89.4137163
osm11209016558,43.0470204,-89.3548556
osm11209016559,43.0470149,-89.35452
osm3100640496,43.0766381,-89.4137024
osm1706427633,43.1002645,-89.3486758
osm1706427636,43.0981126,-89.3506918
osm1706427637,43.0978762,-89.3501595
osm3100640502,43.0771878,-89.4135864
osm3100640509,43.0769501,-89.4130054
osm1706427646,43.0978138,-89.3501516
osm3100640510,43.0770907,-89.4129874
osm1706427648,43.097579,-89.356164
osm9603253505,43.035147,-89.4284232
osm3100640512,43.0770345,-89.4129009
osm3100640515,43.0769883,-89.4129017
osm1706427652,43.0977088,-89.3503258
osm3100640514,43.0769943,-89.4129997
osm3100640513,43.076997,-89.4130235
osm3100640511,43.0770408,-89.4129938
osm1706427647,43.1003425,-89.3488683
osm1706427657,43.0979563,-89.3503557
osm1706427666,43.0973481,-89.3526442
osm1706427669,43.093576,-89.3550863
osm1706427672,43.0961699,-89.3541892
osm6470894882,43.0865769,-89.3270481
osm6470894883,43.0864352,-89.3269114
osm1706427684,43.0977979,-89.3504848
osm6470894884,43.0862868,-89.3267968
osm8047297835,43.0681313,-89.4126904
osm8047297836,43.0682813,-89.4126863
osm12879922481,43.0721333,-89.3989903
osm12879922482,43.0720039,-89.3989881
osm12879922483,43.0720594,-89.3985174
osm12879922484,43.0721589,-89.3985148
osm12879922485,43.0721757,-89.3985137
osm8047297846,43.0682284,-89.4126886
osm12879922487,43.0721116,-89.397607
osm8047297847,43.068192,-89.4126892
osm12879922486,43.0720081,-89.3992005
osm12879922490,43.0721095,-89.3973221
osm8047297851,43.0680305,-89.4130992
osm12879922491,43.0719745,-89.3973313
osm12879922488,43.0721409,-89.3975665
osm12879922489,43.0721338,-89.3973677
osm9432597823,43.0331736,-89.3972019
osm12879922493,43.0719477,-89.3975733
osm244974922,43.0639728,-89.4717257
osm5501486446,43.0350411,-89.4040032
osm5501486449,43.035875,-89.4046515
osm5501486450,43.0356451,-89.3971966
osm5501486457,43.036152,-89.3966428
osm2707948924,43.0759368,-89.3827521
osm4184606094,43.0318395,-89.3844315
osm4184606095,43.0318811,-89.3838387
osm4184606096,43.0330388,-89.3823857
osm4184606097,43.0338098,-89.3824829
osm4184606098,43.0341485,-89.3825945
osm4184606099,43.0344367,-89.3825926
osm4184606100,43.0357765,-89.3819533
osm2707948967,43.0767071,-89.382862
osm2707948970,43.076538,-89.3830614
osm2707948972,43.076388,-89.38296
osm2707948973,43.0764742,-89.3830606
osm2707948975,43.0762474,-89.3831616
osm2707948976,43.0766277,-89.3836661
osm2707948977,43.0759863,-89.382818
osm2707948978,43.0758082,-89.3825862
osm2707948986,43.0759125,-89.3824402
osm2707948987,43.076033,-89.3825977
osm2707948989,43.0761298,-89.3826883
osm2707948991,43.0761088,-89.3827126
osm2707948992,43.0762605,-89.38296
osm2707948994,43.0762266,-89.382558
osm2707948995,43.0764025,-89.3827833
osm9432597976,43.0334519,-89.3967033
osm10925639148,43.0754523,-89.4216798
osm1187382784,43.0685548,-89.3928734
osm7209747997,43.0323874,-89.4527663
osm7209748003,43.0323076,-89.4500691
osm7209748006,43.0325144,-89.4500446
osm7209748007,43.0328942,-89.4500476
osm7209748012,43.0331329,-89.4505157
osm7209748014,43.0322816,-89.449945
osm7209748015,43.0328943,-89.4499548
osm7209748016,43.0328941,-89.450116
osm7209748017,43.0324989,-89.4499485
osm7209748018,43.0325141,-89.4501167
osm10707011121,43.0298081,-89.4101485
osm10707011125,43.030035,-89.4102087
osm10707011129,43.0300468,-89.4099709
osm13629221842,43.0721494,-89.38072
osm10138027646,43.0935412,-89.3582638
osm9644279423,43.086819,-89.3576471
osm13629221843,43.0722126,-89.3806814
osm9644279427,43.0868262,-89.3576366
osm9644279428,43.0868629,-89.3575845
osm9644279429,43.0881475,-89.3593143
osm9644279432,43.0882244,-89.3592845
osm10138027657,43.0936888,-89.3576897
osm10138027656,43.0937748,-89.357806
osm8906435541,43.0370361,-89.3840218
osm10138027658,43.0938432,-89.3579024
osm10138027659,43.093872,-89.3579257
osm10138027666,43.094059,-89.3583278
osm9644279449,43.0872055,-89.361009
osm10138027680,43.0940133,-89.3580401
osm3844343457,43.0765754,-89.389031
osm3844343458,43.0766876,-89.388874
osm9644279458,43.0879981,-89.3598113
osm10138027683,43.0940507,-89.3581573
osm5390337702,43.0372788,-89.4530178
osm5390337703,43.0372503,-89.4528795
osm440272552,43.0713007,-89.4524475
osm9644279465,43.0884029,-89.3601555
osm13629221851,43.0724828,-89.3811811
osm9644279467,43.0868993,-89.3621059
osm9644279468,43.0868082,-89.3622292
osm9644279469,43.0868755,-89.362138
osm9644279470,43.086843,-89.3621821
osm10138027691,43.0941638,-89.3580116
osm10138027694,43.0940635,-89.3584093
osm13629221852,43.072515,-89.3811901
osm13629221854,43.0724218,-89.38123
osm9644279478,43.0857018,-89.362904
osm9644279480,43.0865341,-89.3616229
osm9644279481,43.0876759,-89.358573
osm13629221855,43.0724202,-89.3812752
osm13629221856,43.0724343,-89.3813259
osm2995259107,43.07021,-89.4006876
osm2995259108,43.0707511,-89.399789
osm2995259109,43.0708372,-89.3992211
osm2995259110,43.0708677,-89.40076
osm2995259111,43.0708748,-89.4010437
osm2995259114,43.0710072,-89.3991216
osm5656938221,43.0968603,-89.3415308
osm2995259118,43.071043,-89.4010412
osm2995259119,43.0710425,-89.400752
osm5656938222,43.0968582,-89.3414434
osm5656938225,43.0953029,-89.3416888
osm5656938226,43.0953034,-89.3415965
osm5656938223,43.0968553,-89.3412909
osm5656938228,43.0942821,-89.3415478
osm5656938229,43.0941508,-89.3415518
osm5656938227,43.0951538,-89.3414946
osm5371201271,43.0732457,-89.4089973
osm5656938232,43.0952276,-89.341491
osm5656938233,43.0951555,-89.3416027
osm5656938234,43.0951612,-89.3416989
osm5656938230,43.0939224,-89.3415614
osm5656938231,43.0951421,-89.3405709
osm5656938236,43.0951307,-89.3403752
osm5656938237,43.0943521,-89.3404145
osm5656938238,43.0952579,-89.3394487
osm5471665311,43.0720222,-89.402571
osm5656938239,43.0960859,-89.3394255
osm5656938241,43.0960337,-89.3394275
osm5656938240,43.0960388,-89.3394796
osm5656938243,43.0952802,-89.3403707
osm5656938244,43.0964207,-89.3403425
osm5656938246,43.0952803,-89.3404747
osm5656938247,43.0952035,-89.3403744
osm5656938248,43.0951362,-89.3404818
osm11890198281,43.0316443,-89.4230398
osm5656938250,43.0952608,-89.3393553
osm5656938251,43.0952539,-89.3392442
osm5656938249,43.0952667,-89.339449
osm5656938253,43.0959039,-89.3449867
osm5656938245,43.0964047,-89.3402976
osm3344172823,43.0457604,-89.4512642
osm11890198302,43.0312646,-89.421241
osm4139779893,43.0734548,-89.4155964
osm10979641145,43.0384958,-89.4014918
osm10979641148,43.0384452,-89.3972492
osm10979641149,43.0385293,-89.3972391
osm5633607495,43.0818305,-89.3763479
osm5633607496,43.0818924,-89.3764284
osm5633607497,43.0819497,-89.376343
osm5633607498,43.0824266,-89.377121
osm3755083596,43.0577645,-89.3859479
osm5633607501,43.0806257,-89.377913
osm3755083598,43.0577538,-89.3855194
osm3755083599,43.0576955,-89.3857557
osm5633607504,43.0806964,-89.3781236
osm5633607503,43.0806331,-89.3782251
osm5633607505,43.0807406,-89.3780525
osm3755083603,43.0576503,-89.3855207
osm3755083604,43.0579494,-89.3876176
osm3755083605,43.0579418,-89.3872196
osm5633607502,43.0806854,-89.3779831
osm5633607506,43.082651,-89.3771289
osm8450869078,43.0731461,-89.3939337
osm8450869080,43.0730403,-89.3941436
osm5633607514,43.0826027,-89.377203
osm5633607515,43.0845985,-89.3796896
osm5633607516,43.0839002,-89.378758
osm5633607517,43.0838482,-89.3786819
osm5633607518,43.0837975,-89.3754916
osm5633607519,43.0838544,-89.375413
osm5633607520,43.0813982,-89.3789121
osm53348212,43.0457495,-89.3968177
osm6776817525,43.0774421,-89.4327651
osm6776817524,43.077356,-89.4326152
osm13401720693,43.093028,-89.3606979
osm53479306,43.048135,-89.344683
osm5041555344,43.0558086,-89.4383322
osm5041555345,43.0543576,-89.4329592
osm5041555346,43.0544507,-89.4328166
osm5041555347,43.060392,-89.418854
osm5464917921,43.0760893,-89.3797044
osm5464917922,43.0762373,-89.3794931
osm5464917924,43.0764077,-89.3788697
osm5464917925,43.076214,-89.3786156
osm5464917926,43.0758194,-89.3782695
osm5464917927,43.0758783,-89.3781729
osm5464917928,43.0760657,-89.3779039
osm5464917929,43.0763153,-89.37823
osm5464917930,43.0759746,-89.3777834
osm5464917931,43.077747,-89.3775451
osm53479340,43.048271,-89.351276
osm5464917938,43.0785614,-89.3783456
osm5464917940,43.0782854,-89.375115
osm5464917941,43.0777893,-89.3758206
osm5464917942,43.0773323,-89.3764645
osm5464917943,43.0770184,-89.3766022
osm53479352,43.048203,-89.351272
osm5464917946,43.0775392,-89.3758992
osm5464917947,43.0776932,-89.3756915
osm53479356,43.048182,-89.351995
osm5449582524,43.0722681,-89.4136646
osm5464917950,43.0781547,-89.3749393
osm5449582525,43.0722692,-89.4137615
osm53479362,43.0600245,-89.4272495
osm53479369,43.060008,-89.4284652
osm3023833033,43.0761132,-89.3999017
osm53479384,43.059273,-89.429805
osm53479387,43.058769,-89.430693
osm3023833051,43.0764946,-89.3954246
osm53479393,43.058257,-89.431586
osm3023833060,43.0766148,-89.397193
osm53479397,43.057764,-89.432475
osm3023833062,43.076602,-89.3964346
osm3023833068,43.0766154,-89.3960951
osm3023833069,43.0766555,-89.3961694
osm53479410,43.056745,-89.434262
osm3023833076,43.0766817,-89.3971905
osm53479413,43.056242,-89.435133
osm3023833083,43.077013,-89.3971794
osm53479428,43.054874,-89.437595
osm3023833095,43.0769896,-89.4018921
osm53479436,43.054184,-89.438463
osm7173048335,43.0456797,-89.388596
osm5479073808,43.0901595,-89.4337722
osm5479073809,43.0904763,-89.4340699
osm53479450,43.053106,-89.439868
osm5486676013,43.0741342,-89.4042445
osm5486676014,43.0741484,-89.4043029
osm5486676015,43.0747626,-89.4055664
osm53479486,43.0512328,-89.4416219
osm11267999829,43.0900298,-89.3627179
osm7734823010,43.0307286,-89.4094772
osm496896133,43.0825512,-89.4382882
osm496896140,43.0826002,-89.4370893
osm2995259537,43.0714436,-89.3983509
osm9150924947,43.0642276,-89.460028
osm2995259540,43.0715574,-89.398044
osm496896150,43.0818623,-89.4371142
osm2995259545,43.0715941,-89.398045
osm2995259547,43.0716342,-89.3980394
osm12925012140,43.0728172,-89.3806825
osm2995259568,43.0719541,-89.3989883
osm2995259569,43.0719666,-89.3990921
osm2995259571,43.0719931,-89.4006886
osm2995259572,43.0720154,-89.4075925
osm2995259574,43.0720739,-89.4058623
osm2995259575,43.0720925,-89.4009732
osm2995259579,43.0721646,-89.4056108
osm2995259580,43.072174,-89.4058657
osm2995259584,43.0721975,-89.4019526
osm5983701185,43.0667422,-89.3897108
osm5983701186,43.0672777,-89.3904157
osm5983701187,43.0673887,-89.3904127
osm2995259588,43.0722029,-89.4074759
osm2995259589,43.0722558,-89.4057254
osm2995259590,43.0722557,-89.4058446
osm5983701191,43.0667324,-89.389554
osm5983701188,43.0687773,-89.3922186
osm5983701189,43.0685078,-89.3918776
osm5983701192,43.06668,-89.3894811
osm5983701196,43.0661378,-89.3887451
osm5983701198,43.0661205,-89.3887603
osm2995259600,43.0723799,-89.4074342
osm5983701201,43.0646001,-89.3898512
osm5983701206,43.0659506,-89.3888489
osm5983701208,43.066537,-89.389646
