from,to,meters,highway,surface,incline,sidewalk,maxspeed,name
osm53293302,osm3397728257,64.23,service,,,,,
osm53293302,osm3397728129,5.16,service,,,,,
osm3397728129,osm53293302,5.16,service,,,,,
osm3397728129,osm3397727983,93.88,service,,,,,
osm3397727983,osm3397728129,93.88,service,,,,,
osm3397727983,osm3397727965,188.23,service,,,,,
osm3397727965,osm3397727983,188.23,service,,,,,
osm3397727965,osm1179412813,6.78,service,,,,,
osm1179412813,osm3397727965,6.78,service,,,,,
osm53293434,osm7277455407,9.27,service,,,,,
osm7277455407,osm53293434,9.27,service,,,,,
osm7277455407,osm53293439,85.99,service,,,,,
osm53293439,osm7277455407,85.99,service,,,,,
osm8376903471,osm12803558833,468.84,motorway_link,concrete,,,,
osm1345480615,osm2615876787,11.09,service,asphalt,,,,
osm2615876787,osm1345480615,11.09,service,asphalt,,,,
osm2615876787,osm3029024068,4.99,service,asphalt,,,,
osm3029024068,osm2615876787,4.99,service,asphalt,,,,
osm3029024068,osm1345480616,13.07,service,asphalt,,,,
osm1345480616,osm3029024068,13.07,service,asphalt,,,,
osm1345480616,osm1345480614,19.98,service,asphalt,,,,
osm1345480614,osm1345480616,19.98,service,asphalt,,,,
osm1345480614,osm53295209,19.77,service,asphalt,,,,
osm53295209,osm1345480614,19.77,service,asphalt,,,,
osm53295209,osm3101276856,33.07,service,asphalt,,,,
osm3101276856,osm53295209,33.07,service,asphalt,,,,
osm3101276856,osm8066906085,45.05,service,asphalt,,,,
osm8066906085,osm3101276856,45.05,service,asphalt,,,,
osm53281287,osm53281234,94.15,service,asphalt,,,,
osm53281234,osm53281287,94.15,service,asphalt,,,,
osm53295539,osm12023701072,63.25,service,asphalt,,,,
osm12023701072,osm53295539,63.25,service,asphalt,,,,
osm12023701072,osm53295559,64.58,service,asphalt,,,,
osm53295559,osm12023701072,64.58,service,asphalt,,,,
osm53295559,osm53295577,111.03,service,asphalt,,,,
osm53295577,osm53295559,111.03,service,asphalt,,,,
osm53295583,osm12023701081,11.71,service,asphalt,,,,
osm12023701081,osm53295583,11.71,service,asphalt,,,,
osm12023701081,osm53295587,21.07,service,asphalt,,,,
osm53295587,osm12023701081,21.07,service,asphalt,,,,
osm53295587,osm53295598,51.79,service,asphalt,,,,
osm53295598,osm53295587,51.79,service,asphalt,,,,
osm53295598,osm53295609,20.34,service,asphalt,,,,
osm53295609,osm53295598,20.34,service,asphalt,,,,
osm53295609,osm53295635,144.42,service,asphalt,,,,
osm53295635,osm53295609,144.42,service,asphalt,,,,
osm53295635,osm53295643,67.45,service,asphalt,,,,
osm53295643,osm53295635,67.45,service,asphalt,,,,
osm53295643,osm53281204,147.7,service,asphalt,,,,
osm53281204,osm53295643,147.7,service,asphalt,,,,
osm53295672,osm3264677700,12.59,service,asphalt,,,,
osm3264677700,osm53295672,12.59,service,asphalt,,,,
osm3264677700,osm53295676,6.96,service,asphalt,,,,
osm53295676,osm3264677700,6.96,service,asphalt,,,,
osm53295676,osm4375825561,6.04,service,asphalt,,,,
osm4375825561,osm53295676,6.04,service,asphalt,,,,
osm4375825561,osm4375825568,4.92,service,asphalt,,,,
osm4375825568,osm4375825561,4.92,service,asphalt,,,,
osm4375825568,osm53295696,268.99,service,asphalt,,,,
osm53295696,osm4375825568,268.99,service,asphalt,,,,
osm53295769,osm53295786,60.43,motorway_link,asphalt,,,,
osm53296614,osm53296637,264.31,service,asphalt,,,,
osm53296637,osm53296614,264.31,service,asphalt,,,,
osm53297415,osm11284995782,8.42,service,,,,25 mph,
osm11284995782,osm53297415,8.42,service,,,,25 mph,
osm11284995782,osm8903684818,12.76,service,,,,25 mph,
osm8903684818,osm11284995782,12.76,service,,,,25 mph,
osm8903684818,osm53545235,330.08,service,,,,25 mph,
osm53545235,osm8903684818,330.08,service,,,,25 mph,
osm53297978,osm53297980,23.25,service,,,,,
osm53297980,osm53297978,23.25,service,,,,,
osm53297980,osm6285174868,228.67,service,,,,,
osm6285174868,osm53297980,228.67,service,,,,,
osm6285174868,osm5368464961,20.16,service,,,,,
osm5368464961,osm6285174868,20.16,service,,,,,
osm5368464961,osm53298002,8.93,service,,,,,
osm53298002,osm5368464961,8.93,service,,,,,
osm53298118,osm7313193326,198.68,service,,,,,
osm7313193326,osm53298118,198.68,service,,,,,
osm7313193326,osm5421689435,80.22,service,,,,,
osm5421689435,osm7313193326,80.22,service,,,,,
osm5421689435,osm5421689445,12.02,service,,,,,
osm5421689445,osm5421689435,12.02,service,,,,,
osm5421689445,osm6489216237,10.63,service,,,,,
osm6489216237,osm5421689445,10.63,service,,,,,
osm6489216237,osm5421689437,8.48,service,,,,,
osm5421689437,osm6489216237,8.48,service,,,,,
osm53298134,osm53298135,172.69,service,,,,,
osm53298135,osm53298134,172.69,service,,,,,
osm53298192,osm13784433479,48.58,service,,,,,
osm13784433479,osm53298192,48.58,service,,,,,
osm13784433479,osm13784433482,76.22,service,,,,,
osm13784433482,osm13784433479,76.22,service,,,,,
osm13784433482,osm7803182429,49.14,service,,,,,
osm7803182429,osm13784433482,49.14,service,,,,,
osm53298995,osm53299047,20.46,service,asphalt,,,,University Houses
osm53299047,osm53299043,21.66,service,asphalt,,,,University Houses
osm53299043,osm10780895400,7.04,service,asphalt,,,,University Houses
osm10780895400,osm10780895436,62.16,service,asphalt,,,,University Houses
osm10780895436,osm53299037,5.33,service,asphalt,,,,University Houses
osm53299037,osm53299031,18.77,service,asphalt,,,,University Houses
osm53299187,osm53299192,54.6,service,,,,,
osm53299192,osm53299187,54.6,service,,,,,
osm53299192,osm53299203,91.55,service,,,,,
osm53299203,osm53299192,91.55,service,,,,,
osm53299203,osm3135605630,37.57,service,,,,,
osm3135605630,osm53299203,37.57,service,,,,,
osm3135605630,osm53299238,76.29,service,,,,,
osm53299238,osm3135605630,76.29,service,,,,,
osm496666200,osm5474073426,6.2,service,asphalt,,,,
osm5474073426,osm496666200,6.2,service,asphalt,,,,
osm5474073426,osm53281091,12.98,service,asphalt,,,,
osm53281091,osm5474073426,12.98,service,asphalt,,,,
osm53281091,osm53299764,300.88,service,asphalt,,,,
osm53299764,osm53281091,300.88,service,asphalt,,,,
osm5983198126,osm6744524261,30.9,service,asphalt,,,,
osm6744524261,osm5983198126,30.9,service,asphalt,,,,
osm6744524261,osm53299856,20.04,service,asphalt,,,,
osm53299856,osm6744524261,20.04,service,asphalt,,,,
osm53299856,osm7794089070,45.27,service,asphalt,,,,
osm7794089070,osm53299856,45.27,service,asphalt,,,,
osm7794089070,osm53299864,49.92,service,asphalt,,,,
osm53299864,osm7794089070,49.92,service,asphalt,,,,
osm53299864,osm4137547346,9.38,service,asphalt,,,,
osm4137547346,osm53299864,9.38,service,asphalt,,,,
osm4137547346,osm1216779895,5.25,service,asphalt,,,,
osm1216779895,osm4137547346,5.25,service,asphalt,,,,
osm1216779895,osm7794089050,15.41,service,asphalt,,,,
osm7794089050,osm1216779895,15.41,service,asphalt,,,,
osm7794089050,osm53299869,25.85,service,asphalt,,,,
osm53299869,osm7794089050,25.85,service,asphalt,,,,
osm53299869,osm4137557286,16.23,service,asphalt,,,,
osm4137557286,osm53299869,16.23,service,asphalt,,,,
osm53288498,osm53299975,97.28,service,,,,,
osm53299975,osm53288498,97.28,service,,,,,
osm12812336421,osm12803223257,158.92,motorway_link,concrete,,,,
osm450998587,osm450998600,54.59,motorway_link,concrete,,,,
osm450998600,osm450998601,16.63,motorway_link,concrete,,,,
osm450998601,osm12812336422,282.73,motorway_link,concrete,,,,
osm53287662,osm5282306421,32.75,service,,,,,
osm5282306421,osm53300099,32.94,service,,,,,
osm53300099,osm53280896,31.87,service,,,,,
osm53280896,osm53287662,35.21,service,,,,,
osm53300274,osm5551299515,8.71,service,,,,,
osm5551299515,osm53300274,8.71,service,,,,,
osm5551299515,osm5468436760,112.66,service,,,,,
osm5468436760,osm5551299515,112.66,service,,,,,
osm5468436760,osm53300287,8.25,service,,,,,
osm53300287,osm5468436760,8.25,service,,,,,
osm53300287,osm5468436761,7.67,service,,,,,
osm5468436761,osm53300287,7.67,service,,,,,
osm5468436761,osm5553148993,112.66,service,,,,,
osm5553148993,osm5468436761,112.66,service,,,,,
osm5553148993,osm53300297,9.2,service,,,,,
osm53300297,osm5553148993,9.2,service,,,,,
osm53300297,osm5553148992,8.24,service,,,,,
osm5553148992,osm53300297,8.24,service,,,,,
osm5553148992,osm5553148991,112.36,service,,,,,
osm5553148991,osm5553148992,112.36,service,,,,,
osm5553148991,osm53300305,9.14,service,,,,,
osm53300305,osm5553148991,9.14,service,,,,,
osm53300305,osm3811369255,8.49,service,,,,,
osm3811369255,osm53300305,8.49,service,,,,,
osm3811369255,osm5553200876,106.05,service,,,,,
osm5553200876,osm3811369255,106.05,service,,,,,
osm5553200876,osm53300315,11.94,service,,,,,
osm53300315,osm5553200876,11.94,service,,,,,
osm3812685630,osm5553148983,104.44,service,,,,,
osm5553148983,osm3812685630,104.44,service,,,,,
osm5553148983,osm53301376,7.41,service,,,,,
osm53301376,osm5553148983,7.41,service,,,,,
osm53301376,osm5553148984,8.54,service,,,,,
osm5553148984,osm53301376,8.54,service,,,,,
osm5553148984,osm5497695542,111.44,service,,,,,
osm5497695542,osm5553148984,111.44,service,,,,,
osm5497695542,osm53301381,9.74,service,,,,,
osm53301381,osm5497695542,9.74,service,,,,,
osm53301381,osm5497695543,7.8,service,,,,,
osm5497695543,osm53301381,7.8,service,,,,,
osm5497695543,osm5497695528,112.02,service,,,,,
osm5497695528,osm5497695543,112.02,service,,,,,
osm5497695528,osm53301386,9.15,service,,,,,
osm53301386,osm5497695528,9.15,service,,,,,
osm53301386,osm5497695529,8.87,service,,,,,
osm5497695529,osm53301386,8.87,service,,,,,
osm5497695529,osm5497695535,112.23,service,,,,,
osm5497695535,osm5497695529,112.23,service,,,,,
osm5497695535,osm53301391,8.97,service,,,,,
osm53301391,osm5497695535,8.97,service,,,,,
osm53301391,osm3811369760,8.9,service,,,,,
osm3811369760,osm53301391,8.9,service,,,,,
osm3811369760,osm5497695211,122.27,service,,,,,
osm5497695211,osm3811369760,122.27,service,,,,,
osm5497695211,osm53301398,9.41,service,,,,,
osm53301398,osm5497695211,9.41,service,,,,,
osm53301398,osm5497695212,9.23,service,,,,,
osm5497695212,osm53301398,9.23,service,,,,,
osm5497695212,osm3663925206,166.83,service,,,,,
osm3663925206,osm5497695212,166.83,service,,,,,
osm3663925206,osm53301402,9.79,service,,,,,
osm53301402,osm3663925206,9.79,service,,,,,
osm53301402,osm3663925226,8.26,service,,,,,
osm3663925226,osm53301402,8.26,service,,,,,
osm3663925226,osm3663925373,200.35,service,,,,,
osm3663925373,osm3663925226,200.35,service,,,,,
osm3663925373,osm53301411,8.55,service,,,,,
osm53301411,osm3663925373,8.55,service,,,,,
osm2614344820,osm316561989,16.07,cycleway,,,,,
osm316561989,osm2614344820,16.07,cycleway,,,,,
osm316561989,osm316561991,43.96,cycleway,,,,,
osm316561991,osm316561989,43.96,cycleway,,,,,
osm53285204,osm53278607,315.62,motorway_link,,,,,
osm53304662,osm1420820708,65.89,service,asphalt,,,,
osm1420820708,osm53304662,65.89,service,asphalt,,,,
osm1420820708,osm5474073430,73.54,service,asphalt,,,,
osm5474073430,osm1420820708,73.54,service,asphalt,,,,
osm5474073430,osm2822099658,7.87,service,asphalt,,,,
osm2822099658,osm5474073430,7.87,service,asphalt,,,,
osm53305398,osm53305399,64.36,service,,,,,
osm53305399,osm53305398,64.36,service,,,,,
osm8427326592,osm13458870774,8.58,service,,,,,
osm13458870774,osm8427326592,8.58,service,,,,,
osm13458870774,osm8906435542,17.77,service,,,,,
osm8906435542,osm13458870774,17.77,service,,,,,
osm8906435542,osm8906435540,22.32,service,,,,,
osm8906435540,osm8906435542,22.32,service,,,,,
osm8906435540,osm8906435544,20.83,service,,,,,
osm8906435544,osm8906435540,20.83,service,,,,,
osm8906435544,osm53288615,17.54,service,,,,,
osm53288615,osm8906435544,17.54,service,,,,,
osm13347537952,osm3750106035,9.57,service,,,,,
osm3750106035,osm13347537952,9.57,service,,,,,
osm3750106035,osm53291090,114.21,service,,,,,
osm53291090,osm3750106035,114.21,service,,,,,
osm53291090,osm53306066,25.78,service,,,,,
osm53306066,osm53291090,25.78,service,,,,,
osm53279247,osm53307946,507.32,motorway_link,,,,,
osm53290866,osm13458870771,9.07,service,,,,,
osm13458870771,osm13458870768,132.07,service,,,,,
osm13458870768,osm53308257,6.95,service,,,,,
osm53308284,osm53308293,124.83,tertiary,asphalt,,,,West Beltline Frontage Road
osm6577688582,osm53309177,202.49,motorway_link,concrete,,,,
osm53280158,osm558526424,50.59,service,,,,,
osm558526424,osm53280158,50.59,service,,,,,
osm558526424,osm558527085,190.26,service,,,,,
osm558527085,osm558526424,190.26,service,,,,,
osm53310386,osm53310396,165.28,service,asphalt,,,,
osm53310396,osm53310386,165.28,service,asphalt,,,,
osm53310396,osm53310405,96.7,service,asphalt,,,,
osm53310405,osm53310396,96.7,service,asphalt,,,,
osm53310410,osm9644340621,6.16,service,asphalt,,,,
osm9644340621,osm53310410,6.16,service,asphalt,,,,
osm9644340621,osm53310411,5.59,service,asphalt,,,,
osm53310411,osm9644340621,5.59,service,asphalt,,,,
osm53310411,osm53310412,37.39,service,asphalt,,,,
osm53310412,osm53310411,37.39,service,asphalt,,,,
osm53310719,osm53310720,33.28,service,,,,,
osm53310720,osm53310719,33.28,service,,,,,
osm53310720,osm53310725,73.14,service,,,,,
osm53310725,osm53310720,73.14,service,,,,,
osm53310725,osm8427607485,23.73,service,,,,,
osm8427607485,osm53310725,23.73,service,,,,,
osm8427607485,osm1473487989,103.96,service,,,,,
osm1473487989,osm8427607485,103.96,service,,,,,
osm1473487989,osm53444457,6.89,service,,,,,
osm53444457,osm1473487989,6.89,service,,,,,
osm1178727213,osm12560298602,5.98,service,asphalt,,,,
osm12560298602,osm1178727213,5.98,service,asphalt,,,,
osm12560298602,osm3295712666,3.77,service,asphalt,,,,
osm3295712666,osm12560298602,3.77,service,asphalt,,,,
osm3295712666,osm8567547192,66.45,service,asphalt,,,,
osm8567547192,osm3295712666,66.45,service,asphalt,,,,
osm8567547192,osm53310923,182.35,service,asphalt,,,,
osm53310923,osm8567547192,182.35,service,asphalt,,,,
osm53310923,osm3364707588,44.79,service,asphalt,,,,
osm3364707588,osm53310923,44.79,service,asphalt,,,,
osm3364707588,osm1179397907,4.95,service,asphalt,,,,
osm1179397907,osm3364707588,4.95,service,asphalt,,,,
osm53311032,osm3909992408,8.18,service,asphalt,,,,
osm3909992408,osm53311032,8.18,service,asphalt,,,,
osm3909992408,osm3702258013,164.46,service,asphalt,,,,
osm3702258013,osm3909992408,164.46,service,asphalt,,,,
osm53311057,osm3909992396,12.81,residential,asphalt,,,,North Roby Road
osm3909992396,osm53311057,12.81,residential,asphalt,,,,North Roby Road
osm3909992396,osm53311058,7.48,residential,asphalt,,,,North Roby Road
osm53311058,osm3909992396,7.48,residential,asphalt,,,,North Roby Road
osm53311408,osm12813448862,191.01,motorway_link,asphalt,,,,
osm53311954,osm53311955,9.06,service,,,,,
osm53311955,osm53311954,9.06,service,,,,,
osm53311955,osm53311957,13.82,service,,,,,
osm53311957,osm53311955,13.82,service,,,,,
osm53311957,osm53311965,69.35,service,,,,,
osm53311965,osm53311957,69.35,service,,,,,
osm53311965,osm53311967,65.18,service,,,,,
osm53311967,osm53311965,65.18,service,,,,,
osm53311967,osm53311974,56.8,service,,,,,
osm53311974,osm53311967,56.8,service,,,,,
osm53311974,osm53311996,62.79,service,,,,,
osm53311996,osm53311974,62.79,service,,,,,
osm53311996,osm53312001,29.35,service,,,,,
osm53312001,osm53311996,29.35,service,,,,,
osm53312001,osm4166591157,7.15,service,,,,,
osm4166591157,osm53312001,7.15,service,,,,,
osm4166591157,osm4166591156,3.9,service,,,,,
osm4166591156,osm4166591157,3.9,service,,,,,
osm4166591156,osm3504041976,44.17,service,,,,,
osm3504041976,osm4166591156,44.17,service,,,,,
osm3504041976,osm53312006,6.5,service,,,,,
osm53312006,osm3504041976,6.5,service,,,,,
osm53312006,osm53312007,9.0,service,,,,,
osm53312007,osm53312006,9.0,service,,,,,
osm53313154,osm450998290,111.99,motorway_link,concrete,,,,
osm450998290,osm450998295,15.37,motorway_link,concrete,,,,
osm53314119,osm3252889290,8.1,service,,,,,
osm3252889290,osm53314119,8.1,service,,,,,
osm3252889290,osm53314120,125.32,service,,,,,
osm53314120,osm3252889290,125.32,service,,,,,
osm53314120,osm53314121,66.54,service,,,,,
osm53314121,osm53314120,66.54,service,,,,,
osm53314146,osm10101448414,9.64,service,,,,,
osm10101448414,osm53314146,9.64,service,,,,,
osm10101448414,osm53314148,46.13,service,,,,,
osm53314148,osm10101448414,46.13,service,,,,,
osm53314150,osm53314151,51.54,service,,,,,
osm53314151,osm53314150,51.54,service,,,,,
osm53278643,osm1843427905,26.69,motorway_link,concrete,,,,
osm53299869,osm2518160008,6.8,service,asphalt,,,,
osm2518160008,osm53299869,6.8,service,asphalt,,,,
osm2518160008,osm5983198118,14.97,service,asphalt,,,,
osm5983198118,osm2518160008,14.97,service,asphalt,,,,
osm5983198118,osm53314743,59.47,service,asphalt,,,,
osm53314743,osm5983198118,59.47,service,asphalt,,,,
osm53314743,osm53314750,18.91,service,asphalt,,,,
osm53314750,osm53314743,18.91,service,asphalt,,,,
osm53314750,osm5983198096,20.57,service,asphalt,,,,
osm5983198096,osm53314750,20.57,service,asphalt,,,,
osm5983198096,osm5983198106,19.19,service,asphalt,,,,
osm5983198106,osm5983198096,19.19,service,asphalt,,,,
osm5983198106,osm5983198108,18.75,service,asphalt,,,,
osm5983198108,osm5983198106,18.75,service,asphalt,,,,
osm5983198108,osm5983198110,18.31,service,asphalt,,,,
osm5983198110,osm5983198108,18.31,service,asphalt,,,,
osm5983198110,osm5983198112,14.82,service,asphalt,,,,
osm5983198112,osm5983198110,14.82,service,asphalt,,,,
osm5983198112,osm53314754,32.06,service,asphalt,,,,
osm53314754,osm5983198112,32.06,service,asphalt,,,,
osm53314754,osm5983198114,15.19,service,asphalt,,,,
osm5983198114,osm53314754,15.19,service,asphalt,,,,
osm5983198114,osm5983198116,18.31,service,asphalt,,,,
osm5983198116,osm5983198114,18.31,service,asphalt,,,,
osm5983198116,osm5983198135,18.85,service,asphalt,,,,
osm5983198135,osm5983198116,18.85,service,asphalt,,,,
osm5983198135,osm5983198137,19.05,service,asphalt,,,,
osm5983198137,osm5983198135,19.05,service,asphalt,,,,
osm5983198137,osm5983198139,16.73,service,asphalt,,,,
osm5983198139,osm5983198137,16.73,service,asphalt,,,,
osm5983198139,osm5983198141,19.05,service,asphalt,,,,
osm5983198141,osm5983198139,19.05,service,asphalt,,,,
osm5983198141,osm5983198094,17.65,service,asphalt,,,,
osm5983198094,osm5983198141,17.65,service,asphalt,,,,
osm5983198094,osm1216779067,9.99,service,asphalt,,,,
osm1216779067,osm5983198094,9.99,service,asphalt,,,,
osm1216779067,osm53299856,9.21,service,asphalt,,,,
osm53299856,osm1216779067,9.21,service,asphalt,,,,
osm53315053,osm53315060,135.61,service,,,,,
osm53315060,osm53315053,135.61,service,,,,,
osm450537984,osm13360496834,61.03,motorway_link,concrete,,,,
osm13360496834,osm13360496802,132.35,motorway_link,concrete,,,,
osm53316106,osm3608309104,8.87,service,asphalt,,,,
osm3608309104,osm53316106,8.87,service,asphalt,,,,
osm3608309104,osm12023701400,12.11,service,asphalt,,,,
osm12023701400,osm3608309104,12.11,service,asphalt,,,,
osm12023701400,osm53316113,131.77,service,asphalt,,,,
osm53316113,osm12023701400,131.77,service,asphalt,,,,
osm53316113,osm12023701247,53.85,service,asphalt,,,,
osm12023701247,osm53316113,53.85,service,asphalt,,,,
osm12023701247,osm12023701256,26.3,service,asphalt,,,,
osm12023701256,osm12023701247,26.3,service,asphalt,,,,
osm12023701256,osm53281256,21.72,service,asphalt,,,,
